2026-04-19 12:31:30 - [INFO] - SOIL_S1 - Moisture: 50.48%, Temp: 20.98C | Status: OK
2026-04-22 02:47:30 - [INFO] - SOIL_S1 - Moisture: 45.69%, Temp: 21.63C | Status: OK
2026-04-22 02:47:30 - [INFO] - SOIL_S2 - Moisture: 31.17%, Temp: 22.19C | Status: OK
2026-04-22 02:47:30 - [INFO] - WEATHER_W1 - Temp: 28.44C, Humidity: 52.01% | Status: OK
2026-04-22 02:47:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 03:14:30 - [INFO] - SOIL_S2 - Moisture: 48.38%, Temp: 20.33C | Status: OK
2026-04-22 03:14:30 - [ERROR] - WEATHER_W1 - Temp: 48.84C, Humidity: 55.22% | Status: HEAT_WARNING
2026-04-22 03:14:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 03:33:30 - [INFO] - SOIL_S2 - Moisture: 42.84%, Temp: 18.28C | Status: OK
2026-04-22 03:55:30 - [INFO] - SOIL_S1 - Moisture: 41.33%, Temp: 23.21C | Status: OK
2026-04-22 03:55:30 - [INFO] - SOIL_S2 - Moisture: 46.25%, Temp: 20.08C | Status: OK
2026-04-22 03:55:30 - [INFO] - WEATHER_W1 - Temp: 18.96C, Humidity: 43.96% | Status: OK
2026-04-22 04:10:30 - [INFO] - WEATHER_W1 - Temp: 17.32C, Humidity: 65.64% | Status: OK
2026-04-22 04:10:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 04:40:30 - [INFO] - SOIL_S1 - Moisture: 50.9%, Temp: 23.8C | Status: OK
2026-04-22 04:40:30 - [INFO] - SOIL_S2 - Moisture: 44.53%, Temp: 20.06C | Status: OK
2026-04-22 04:40:30 - [INFO] - WEATHER_W1 - Temp: 32.71C, Humidity: 41.3% | Status: OK
2026-04-22 04:55:30 - [INFO] - SOIL_S2 - Moisture: 39.31%, Temp: 20.06C | Status: OK
2026-04-22 04:55:30 - [INFO] - WEATHER_W1 - Temp: 17.5C, Humidity: 66.5% | Status: OK
2026-04-22 04:55:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 05:25:30 - [INFO] - SOIL_S2 - Moisture: 30.42%, Temp: 18.65C | Status: OK
2026-04-22 05:25:30 - [INFO] - WEATHER_W1 - Temp: 27.56C, Humidity: 58.66% | Status: OK
2026-04-22 05:25:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 05:45:30 - [INFO] - SOIL_S1 - Moisture: 43.1%, Temp: 20.54C | Status: OK
2026-04-22 05:45:30 - [INFO] - SOIL_S2 - Moisture: 45.94%, Temp: 19.96C | Status: OK
2026-04-22 05:45:30 - [INFO] - WEATHER_W1 - Temp: 26.24C, Humidity: 42.84% | Status: OK
2026-04-22 06:08:30 - [INFO] - SOIL_S1 - Moisture: 35.0%, Temp: 21.26C | Status: OK
2026-04-22 06:08:30 - [INFO] - SOIL_S2 - Moisture: 37.61%, Temp: 21.48C | Status: OK
2026-04-22 06:08:30 - [INFO] - WEATHER_W1 - Temp: 28.42C, Humidity: 41.07% | Status: OK
2026-04-22 06:08:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 06:37:30 - [INFO] - SOIL_S1 - Moisture: 46.39%, Temp: 20.04C | Status: OK
2026-04-22 06:37:30 - [INFO] - WEATHER_W1 - Temp: 26.75C, Humidity: 49.85% | Status: OK
2026-04-22 06:37:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 06:59:30 - [INFO] - SOIL_S2 - Moisture: 45.03%, Temp: 21.33C | Status: OK
2026-04-22 07:17:30 - [INFO] - SOIL_S1 - Moisture: 37.29%, Temp: 23.76C | Status: OK
2026-04-22 07:17:30 - [INFO] - SOIL_S2 - Moisture: 34.49%, Temp: 20.38C | Status: OK
2026-04-22 07:17:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 07:47:30 - [INFO] - SOIL_S1 - Moisture: 45.28%, Temp: 20.92C | Status: OK
2026-04-22 07:47:30 - [INFO] - SOIL_S2 - Moisture: 44.95%, Temp: 22.66C | Status: OK
2026-04-22 07:47:30 - [ERROR] - WEATHER_W1 - Temp: 42.58C, Humidity: 69.3% | Status: HEAT_WARNING
2026-04-22 07:47:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 07:58:30 - [INFO] - SOIL_S1 - Moisture: 38.05%, Temp: 22.4C | Status: OK
2026-04-22 07:58:30 - [INFO] - SOIL_S2 - Moisture: 33.38%, Temp: 21.03C | Status: OK
2026-04-22 07:58:30 - [INFO] - WEATHER_W1 - Temp: 18.45C, Humidity: 64.64% | Status: OK
2026-04-22 07:58:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 08:25:30 - [INFO] - SOIL_S2 - Moisture: 32.68%, Temp: 22.17C | Status: OK
2026-04-22 08:25:30 - [INFO] - WEATHER_W1 - Temp: 24.48C, Humidity: 40.99% | Status: OK
2026-04-22 08:25:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 08:33:30 - [INFO] - SOIL_S1 - Moisture: 41.57%, Temp: 22.94C | Status: OK
2026-04-22 08:33:30 - [INFO] - SOIL_S2 - Moisture: 47.12%, Temp: 21.01C | Status: OK
2026-04-22 08:33:30 - [INFO] - WEATHER_W1 - Temp: 31.75C, Humidity: 49.22% | Status: OK
2026-04-22 08:33:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 08:40:30 - [INFO] - SOIL_S1 - Moisture: 40.94%, Temp: 22.89C | Status: OK
2026-04-22 08:40:30 - [INFO] - SOIL_S2 - Moisture: 37.44%, Temp: 18.59C | Status: OK
2026-04-22 08:40:30 - [ERROR] - WEATHER_W1 - Temp: 43.88C, Humidity: 54.38% | Status: HEAT_WARNING
2026-04-22 08:40:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 09:08:30 - [INFO] - SOIL_S2 - Moisture: 36.74%, Temp: 20.43C | Status: OK
2026-04-22 09:08:30 - [INFO] - WEATHER_W1 - Temp: 33.53C, Humidity: 60.29% | Status: OK
2026-04-22 09:08:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 09:19:30 - [INFO] - SOIL_S1 - Moisture: 35.6%, Temp: 21.94C | Status: OK
2026-04-22 09:19:30 - [WARNING] - SOIL_S2 - Moisture: 12.8%, Temp: 18.42C | Status: LOW_MOISTURE_CRITICAL
2026-04-22 09:19:30 - [INFO] - WEATHER_W1 - Temp: 30.69C, Humidity: 45.43% | Status: OK
2026-04-22 09:19:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 09:40:30 - [INFO] - SOIL_S1 - Moisture: 39.12%, Temp: 24.88C | Status: OK
2026-04-22 09:40:30 - [WARNING] - SOIL_S2 - Moisture: 5.87%, Temp: 19.66C | Status: LOW_MOISTURE_CRITICAL
2026-04-22 09:40:30 - [INFO] - WEATHER_W1 - Temp: 22.93C, Humidity: 64.02% | Status: OK
2026-04-22 09:55:30 - [INFO] - SOIL_S1 - Moisture: 39.56%, Temp: 23.07C | Status: OK
2026-04-22 09:55:30 - [INFO] - SOIL_S2 - Moisture: 44.68%, Temp: 18.52C | Status: OK
2026-04-22 09:55:30 - [INFO] - WEATHER_W1 - Temp: 18.86C, Humidity: 54.45% | Status: OK
2026-04-22 09:55:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 10:18:30 - [INFO] - SOIL_S2 - Moisture: 39.36%, Temp: 18.43C | Status: OK
2026-04-22 10:18:30 - [INFO] - WEATHER_W1 - Temp: 16.53C, Humidity: 66.91% | Status: OK
2026-04-22 10:18:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 10:46:30 - [INFO] - SOIL_S1 - Moisture: 40.89%, Temp: 22.48C | Status: OK
2026-04-22 10:46:30 - [INFO] - SOIL_S2 - Moisture: 47.19%, Temp: 20.21C | Status: OK
2026-04-22 10:46:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 10:52:30 - [INFO] - SOIL_S1 - Moisture: 46.94%, Temp: 20.07C | Status: OK
2026-04-22 10:52:30 - [INFO] - SOIL_S2 - Moisture: 36.95%, Temp: 20.43C | Status: OK
2026-04-22 10:52:30 - [INFO] - WEATHER_W1 - Temp: 31.88C, Humidity: 54.87% | Status: OK
2026-04-22 10:52:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 11:18:30 - [INFO] - SOIL_S1 - Moisture: 53.75%, Temp: 23.09C | Status: OK
2026-04-22 11:18:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 11:45:30 - [INFO] - SOIL_S1 - Moisture: 44.28%, Temp: 21.61C | Status: OK
2026-04-22 11:45:30 - [INFO] - SOIL_S2 - Moisture: 32.92%, Temp: 19.65C | Status: OK
2026-04-22 11:45:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 11:50:30 - [INFO] - WEATHER_W1 - Temp: 32.66C, Humidity: 55.0% | Status: OK
2026-04-22 11:50:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 12:18:30 - [INFO] - SOIL_S1 - Moisture: 41.59%, Temp: 20.31C | Status: OK
2026-04-22 12:18:30 - [INFO] - SOIL_S2 - Moisture: 49.23%, Temp: 22.31C | Status: OK
2026-04-22 12:18:30 - [INFO] - WEATHER_W1 - Temp: 28.67C, Humidity: 53.93% | Status: OK
2026-04-22 12:18:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 12:38:30 - [WARNING] - SOIL_S1 - Moisture: 9.09%, Temp: 20.55C | Status: LOW_MOISTURE_CRITICAL
2026-04-22 12:38:30 - [INFO] - SOIL_S2 - Moisture: 41.86%, Temp: 22.74C | Status: OK
2026-04-22 12:38:30 - [INFO] - WEATHER_W1 - Temp: 28.69C, Humidity: 53.42% | Status: OK
2026-04-22 12:38:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 13:06:30 - [INFO] - SOIL_S1 - Moisture: 42.29%, Temp: 22.13C | Status: OK
2026-04-22 13:06:30 - [INFO] - SOIL_S2 - Moisture: 31.46%, Temp: 22.83C | Status: OK
2026-04-22 13:06:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 13:22:30 - [INFO] - SOIL_S2 - Moisture: 36.96%, Temp: 21.96C | Status: OK
2026-04-22 13:22:30 - [INFO] - WEATHER_W1 - Temp: 26.83C, Humidity: 58.05% | Status: OK
2026-04-22 13:22:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 13:34:30 - [INFO] - WEATHER_W1 - Temp: 22.62C, Humidity: 43.23% | Status: OK
2026-04-22 13:34:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 13:47:30 - [INFO] - SOIL_S1 - Moisture: 45.78%, Temp: 20.59C | Status: OK
2026-04-22 13:47:30 - [INFO] - SOIL_S2 - Moisture: 46.92%, Temp: 18.97C | Status: OK
2026-04-22 13:47:30 - [INFO] - WEATHER_W1 - Temp: 15.06C, Humidity: 47.98% | Status: OK
2026-04-22 13:47:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 13:55:30 - [INFO] - SOIL_S1 - Moisture: 51.63%, Temp: 21.86C | Status: OK
2026-04-22 13:55:30 - [INFO] - SOIL_S2 - Moisture: 34.93%, Temp: 18.14C | Status: OK
2026-04-22 13:55:30 - [INFO] - WEATHER_W1 - Temp: 29.87C, Humidity: 61.35% | Status: OK
2026-04-22 13:55:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 14:06:30 - [INFO] - SOIL_S1 - Moisture: 52.72%, Temp: 20.67C | Status: OK
2026-04-22 14:06:30 - [INFO] - SOIL_S2 - Moisture: 38.24%, Temp: 20.59C | Status: OK
2026-04-22 14:06:30 - [INFO] - WEATHER_W1 - Temp: 30.7C, Humidity: 57.69% | Status: OK
2026-04-22 14:06:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 14:24:30 - [INFO] - SOIL_S1 - Moisture: 44.5%, Temp: 20.9C | Status: OK
2026-04-22 14:24:30 - [INFO] - SOIL_S2 - Moisture: 31.76%, Temp: 20.01C | Status: OK
2026-04-22 14:24:30 - [INFO] - WEATHER_W1 - Temp: 17.17C, Humidity: 47.0% | Status: OK
2026-04-22 14:24:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 14:32:30 - [INFO] - SOIL_S1 - Moisture: 35.26%, Temp: 21.69C | Status: OK
2026-04-22 14:32:30 - [INFO] - SOIL_S2 - Moisture: 45.52%, Temp: 21.61C | Status: OK
2026-04-22 14:32:30 - [INFO] - WEATHER_W1 - Temp: 20.12C, Humidity: 42.48% | Status: OK
2026-04-22 14:32:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 14:56:30 - [INFO] - SOIL_S1 - Moisture: 39.47%, Temp: 20.92C | Status: OK
2026-04-22 14:56:30 - [INFO] - SOIL_S2 - Moisture: 49.8%, Temp: 18.41C | Status: OK
2026-04-22 14:56:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 15:04:30 - [INFO] - SOIL_S1 - Moisture: 40.21%, Temp: 23.21C | Status: OK
2026-04-22 15:04:30 - [INFO] - SOIL_S2 - Moisture: 45.64%, Temp: 19.24C | Status: OK
2026-04-22 15:04:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 15:15:30 - [INFO] - SOIL_S1 - Moisture: 49.26%, Temp: 22.03C | Status: OK
2026-04-22 15:15:30 - [INFO] - SOIL_S2 - Moisture: 43.07%, Temp: 20.92C | Status: OK
2026-04-22 15:15:30 - [INFO] - WEATHER_W1 - Temp: 29.45C, Humidity: 66.76% | Status: OK
2026-04-22 15:15:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 15:33:30 - [INFO] - SOIL_S1 - Moisture: 43.16%, Temp: 21.3C | Status: OK
2026-04-22 15:33:30 - [INFO] - SOIL_S2 - Moisture: 38.96%, Temp: 21.81C | Status: OK
2026-04-22 15:52:30 - [INFO] - SOIL_S1 - Moisture: 50.25%, Temp: 23.19C | Status: OK
2026-04-22 15:52:30 - [INFO] - SOIL_S2 - Moisture: 41.71%, Temp: 20.39C | Status: OK
2026-04-22 15:52:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 16:21:30 - [INFO] - SOIL_S1 - Moisture: 35.59%, Temp: 23.2C | Status: OK
2026-04-22 16:21:30 - [INFO] - WEATHER_W1 - Temp: 27.61C, Humidity: 67.45% | Status: OK
2026-04-22 16:21:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 16:31:30 - [INFO] - SOIL_S1 - Moisture: 45.96%, Temp: 21.42C | Status: OK
2026-04-22 16:31:30 - [INFO] - WEATHER_W1 - Temp: 18.2C, Humidity: 59.01% | Status: OK
2026-04-22 16:31:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 16:59:30 - [INFO] - SOIL_S2 - Moisture: 38.74%, Temp: 20.88C | Status: OK
2026-04-22 17:27:30 - [INFO] - SOIL_S1 - Moisture: 54.13%, Temp: 22.51C | Status: OK
2026-04-22 17:27:30 - [INFO] - SOIL_S2 - Moisture: 43.57%, Temp: 18.01C | Status: OK
2026-04-22 17:27:30 - [INFO] - WEATHER_W1 - Temp: 16.77C, Humidity: 45.77% | Status: OK
2026-04-22 17:27:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 17:46:30 - [INFO] - SOIL_S1 - Moisture: 46.05%, Temp: 24.62C | Status: OK
2026-04-22 17:46:30 - [INFO] - SOIL_S2 - Moisture: 31.34%, Temp: 19.06C | Status: OK
2026-04-22 17:46:30 - [INFO] - WEATHER_W1 - Temp: 15.41C, Humidity: 57.28% | Status: OK
2026-04-22 17:46:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 17:54:30 - [INFO] - SOIL_S1 - Moisture: 49.18%, Temp: 20.68C | Status: OK
2026-04-22 17:54:30 - [INFO] - SOIL_S2 - Moisture: 42.08%, Temp: 20.53C | Status: OK
2026-04-22 17:54:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 18:09:30 - [INFO] - SOIL_S1 - Moisture: 52.25%, Temp: 24.04C | Status: OK
2026-04-22 18:09:30 - [INFO] - WEATHER_W1 - Temp: 16.65C, Humidity: 49.12% | Status: OK
2026-04-22 18:09:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 18:18:30 - [INFO] - SOIL_S1 - Moisture: 43.44%, Temp: 21.63C | Status: OK
2026-04-22 18:18:30 - [WARNING] - SOIL_S2 - Moisture: 5.87%, Temp: 21.96C | Status: LOW_MOISTURE_CRITICAL
2026-04-22 18:18:30 - [INFO] - WEATHER_W1 - Temp: 23.06C, Humidity: 69.93% | Status: OK
2026-04-22 18:18:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 18:42:30 - [INFO] - SOIL_S1 - Moisture: 51.14%, Temp: 24.54C | Status: OK
2026-04-22 18:42:30 - [INFO] - SOIL_S2 - Moisture: 45.48%, Temp: 21.25C | Status: OK
2026-04-22 18:42:30 - [INFO] - WEATHER_W1 - Temp: 17.0C, Humidity: 61.68% | Status: OK
2026-04-22 18:42:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 19:02:30 - [INFO] - SOIL_S1 - Moisture: 37.94%, Temp: 24.49C | Status: OK
2026-04-22 19:02:30 - [INFO] - SOIL_S2 - Moisture: 38.06%, Temp: 21.26C | Status: OK
2026-04-22 19:02:30 - [INFO] - WEATHER_W1 - Temp: 19.23C, Humidity: 40.53% | Status: OK
2026-04-22 19:02:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 19:22:30 - [INFO] - SOIL_S1 - Moisture: 42.41%, Temp: 24.45C | Status: OK
2026-04-22 19:22:30 - [INFO] - SOIL_S2 - Moisture: 36.43%, Temp: 18.46C | Status: OK
2026-04-22 19:22:30 - [INFO] - WEATHER_W1 - Temp: 31.54C, Humidity: 52.16% | Status: OK
2026-04-22 19:22:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 19:40:30 - [INFO] - SOIL_S1 - Moisture: 54.54%, Temp: 23.32C | Status: OK
2026-04-22 19:40:30 - [INFO] - WEATHER_W1 - Temp: 24.59C, Humidity: 61.93% | Status: OK
2026-04-22 19:40:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 19:49:30 - [INFO] - SOIL_S1 - Moisture: 44.79%, Temp: 23.74C | Status: OK
2026-04-22 19:49:30 - [WARNING] - SOIL_S2 - Moisture: 13.69%, Temp: 22.2C | Status: LOW_MOISTURE_CRITICAL
2026-04-22 20:08:30 - [INFO] - SOIL_S1 - Moisture: 38.54%, Temp: 20.74C | Status: OK
2026-04-22 20:08:30 - [INFO] - SOIL_S2 - Moisture: 30.61%, Temp: 22.67C | Status: OK
2026-04-22 20:08:30 - [INFO] - WEATHER_W1 - Temp: 26.23C, Humidity: 66.72% | Status: OK
2026-04-22 20:08:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 20:14:30 - [INFO] - SOIL_S1 - Moisture: 51.37%, Temp: 23.71C | Status: OK
2026-04-22 20:14:30 - [INFO] - WEATHER_W1 - Temp: 27.12C, Humidity: 56.22% | Status: OK
2026-04-22 20:14:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 20:35:30 - [INFO] - SOIL_S1 - Moisture: 44.45%, Temp: 23.23C | Status: OK
2026-04-22 20:35:30 - [INFO] - SOIL_S2 - Moisture: 34.05%, Temp: 21.03C | Status: OK
2026-04-22 20:35:30 - [INFO] - WEATHER_W1 - Temp: 29.3C, Humidity: 42.9% | Status: OK
2026-04-22 20:54:30 - [INFO] - SOIL_S1 - Moisture: 52.25%, Temp: 22.69C | Status: OK
2026-04-22 20:54:30 - [INFO] - SOIL_S2 - Moisture: 39.38%, Temp: 20.68C | Status: OK
2026-04-22 20:54:30 - [INFO] - WEATHER_W1 - Temp: 29.21C, Humidity: 67.82% | Status: OK
2026-04-22 21:06:30 - [INFO] - SOIL_S1 - Moisture: 39.14%, Temp: 21.39C | Status: OK
2026-04-22 21:06:30 - [INFO] - SOIL_S2 - Moisture: 40.83%, Temp: 18.09C | Status: OK
2026-04-22 21:06:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 21:31:30 - [INFO] - SOIL_S1 - Moisture: 36.26%, Temp: 21.93C | Status: OK
2026-04-22 21:31:30 - [INFO] - SOIL_S2 - Moisture: 38.91%, Temp: 18.8C | Status: OK
2026-04-22 21:31:30 - [INFO] - WEATHER_W1 - Temp: 20.91C, Humidity: 43.88% | Status: OK
2026-04-22 21:31:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 21:57:30 - [INFO] - SOIL_S1 - Moisture: 37.36%, Temp: 23.24C | Status: OK
2026-04-22 21:57:30 - [WARNING] - SOIL_S2 - Moisture: 10.46%, Temp: 20.03C | Status: LOW_MOISTURE_CRITICAL
2026-04-22 21:57:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 22:02:30 - [INFO] - SOIL_S1 - Moisture: 37.36%, Temp: 24.99C | Status: OK
2026-04-22 22:02:30 - [INFO] - SOIL_S2 - Moisture: 31.27%, Temp: 18.29C | Status: OK
2026-04-22 22:02:30 - [INFO] - WEATHER_W1 - Temp: 21.06C, Humidity: 60.08% | Status: OK
2026-04-22 22:16:30 - [INFO] - SOIL_S1 - Moisture: 41.8%, Temp: 20.96C | Status: OK
2026-04-22 22:16:30 - [INFO] - WEATHER_W1 - Temp: 19.17C, Humidity: 65.37% | Status: OK
2026-04-22 22:16:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 22:22:30 - [INFO] - SOIL_S1 - Moisture: 45.33%, Temp: 21.72C | Status: OK
2026-04-22 22:22:30 - [INFO] - SOIL_S2 - Moisture: 37.62%, Temp: 20.44C | Status: OK
2026-04-22 22:22:30 - [INFO] - WEATHER_W1 - Temp: 26.75C, Humidity: 46.19% | Status: OK
2026-04-22 22:22:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 22:39:30 - [INFO] - WEATHER_W1 - Temp: 22.29C, Humidity: 53.32% | Status: OK
2026-04-22 22:39:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 23:08:30 - [INFO] - SOIL_S1 - Moisture: 41.91%, Temp: 20.54C | Status: OK
2026-04-22 23:08:30 - [INFO] - SOIL_S2 - Moisture: 47.53%, Temp: 19.01C | Status: OK
2026-04-22 23:08:30 - [INFO] - WEATHER_W1 - Temp: 26.52C, Humidity: 45.05% | Status: OK
2026-04-22 23:08:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 23:31:30 - [INFO] - SOIL_S1 - Moisture: 52.17%, Temp: 24.04C | Status: OK
2026-04-22 23:31:30 - [INFO] - WEATHER_W1 - Temp: 19.69C, Humidity: 47.94% | Status: OK
2026-04-22 23:31:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-22 23:41:30 - [INFO] - SOIL_S1 - Moisture: 41.53%, Temp: 23.13C | Status: OK
2026-04-22 23:41:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-22 23:56:30 - [INFO] - SOIL_S1 - Moisture: 46.76%, Temp: 24.58C | Status: OK
2026-04-22 23:56:30 - [INFO] - SOIL_S2 - Moisture: 30.42%, Temp: 21.15C | Status: OK
2026-04-22 23:56:30 - [INFO] - WEATHER_W1 - Temp: 24.68C, Humidity: 69.12% | Status: OK
2026-04-22 23:56:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-23 00:04:30 - [INFO] - SOIL_S1 - Moisture: 46.43%, Temp: 23.85C | Status: OK
2026-04-23 00:04:30 - [WARNING] - SOIL_S2 - Moisture: 14.74%, Temp: 19.94C | Status: LOW_MOISTURE_CRITICAL
2026-04-23 00:28:30 - [INFO] - SOIL_S1 - Moisture: 47.28%, Temp: 21.71C | Status: OK
2026-04-23 00:28:30 - [INFO] - SOIL_S2 - Moisture: 35.16%, Temp: 19.2C | Status: OK
2026-04-23 00:46:30 - [INFO] - SOIL_S1 - Moisture: 51.06%, Temp: 22.76C | Status: OK
2026-04-23 00:46:30 - [INFO] - SOIL_S2 - Moisture: 44.58%, Temp: 21.01C | Status: OK
2026-04-23 00:46:30 - [INFO] - WEATHER_W1 - Temp: 22.74C, Humidity: 51.66% | Status: OK
2026-04-23 00:46:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-23 00:57:30 - [INFO] - SOIL_S2 - Moisture: 36.59%, Temp: 21.46C | Status: OK
2026-04-23 00:57:30 - [INFO] - WEATHER_W1 - Temp: 27.24C, Humidity: 69.22% | Status: OK
2026-04-23 00:57:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-23 01:24:30 - [INFO] - SOIL_S1 - Moisture: 42.98%, Temp: 24.54C | Status: OK
2026-04-23 01:24:30 - [INFO] - SOIL_S2 - Moisture: 31.42%, Temp: 18.84C | Status: OK
2026-04-23 01:24:30 - [INFO] - WEATHER_W1 - Temp: 20.03C, Humidity: 61.21% | Status: OK
2026-04-23 01:24:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-23 01:35:30 - [INFO] - SOIL_S1 - Moisture: 41.93%, Temp: 20.55C | Status: OK
2026-04-23 01:35:30 - [INFO] - SOIL_S2 - Moisture: 47.76%, Temp: 20.73C | Status: OK
2026-04-23 01:35:30 - [INFO] - WEATHER_W1 - Temp: 22.22C, Humidity: 65.15% | Status: OK
2026-04-23 01:35:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-23 01:49:30 - [INFO] - SOIL_S1 - Moisture: 44.57%, Temp: 20.3C | Status: OK
2026-04-23 01:49:30 - [INFO] - SOIL_S2 - Moisture: 36.58%, Temp: 22.34C | Status: OK
2026-04-23 01:49:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
